cacc_doc_it_uuid,cacc_doc_uuid,cbus_part_uuid,ccost_ctr_uuid,ccreation_date,cdoc_date,cfiscyear,cfix_asset_uuid,cglacct,cnote_hd,cnote_it,coedpartner,coedref_f_id,coff_glacct,cposting_date,cprofitctr_uuid,kcbalance_currcomp,kccredit_currcomp,kcdebit_currcomp,tbus_part_uuid,tcost_ctr_uuid,tfix_asset_uuid,tglacct,toff_glacct,tproduct_type,tproduct_uuid,tprofitctr_uuid
2,240000001422,1002463,,2024-07-08T00:00:00,2024-07-02,2024,,430000,COBRO X043-2024 CityStasher Ltd,COBRO X043-2024 CityStasher Ltd,,2639,572977,2024-07-02,CTS01,-12.17,12.17,0.0,CityStasher Ltd,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,240000001423,1001483,,2024-07-08T00:00:00,2024-07-03,2024,,430000,COBRO EXT-F-2024-00856 BCN PLACE SL,COBRO EXT-F-2024-00856 BCN PLACE SL,,2645,572977,2024-07-03,CTSBCNTDG0043_06.02,-211.75,211.75,0.0,"BCN PLACE, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,6º 2ª
3,240000001423,1001483,,2024-07-08T00:00:00,2024-07-03,2024,,430000,COBRO EXT-F-2024-00856 BCN PLACE SL,COBRO EXT-F-2024-00856 BCN PLACE SL,,2645,572977,2024-07-03,CTSBCNTDG0043_05.02,-211.75,211.75,0.0,"BCN PLACE, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,5º 2ª
2,240000001425,1002449,,2024-07-08T00:00:00,2024-07-03,2024,,430000,COBROS TPV 02.07.2024,COBROS TPV 02.07.2024,,2646,572977,2024-07-03,CTSBCNCOR0396_07.01,-395,395.0,0.0,Beatrice Benetti,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,7º 1º
3,240000001425,1002144,,2024-07-08T00:00:00,2024-07-03,2024,,430000,COBROS TPV 02.07.2024,COBROS TPV 02.07.2024,,2646,572977,2024-07-03,CTSBCNRCF0219_05.01,-43,43.0,0.0,Stefina Philip,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,5º 1ª
4,240000001425,1002335,,2024-07-08T00:00:00,2024-07-03,2024,,430000,COBROS TPV 02.07.2024,COBROS TPV 02.07.2024,,2646,572977,2024-07-03,CTSVLCFAC0002,-350,350.0,0.0,Helena Kumosa,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Paseo Facultades 2 Edificio
5,240000001425,1002455,,2024-07-08T00:00:00,2024-07-03,2024,,430000,COBROS TPV 02.07.2024,COBROS TPV 02.07.2024,,2646,572977,2024-07-03,CTSBCNBLM0335_03.01,-395,395.0,0.0,Gabriel Cabrera Noguero,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,3º 1ª
6,240000001425,1002458,,2024-07-08T00:00:00,2024-07-03,2024,,430000,COBROS TPV 02.07.2024,COBROS TPV 02.07.2024,,2646,572977,2024-07-03,CTSBCNBLM0335_EN.02,-395,395.0,0.0,Arda Kumbaraci,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Entresol 2ª
7,240000001425,1002172,,2024-07-08T00:00:00,2024-07-03,2024,,430000,COBROS TPV 02.07.2024,COBROS TPV 02.07.2024,,2646,572977,2024-07-03,CTSBCNNAP0206_02.02,-97.02,97.02,0.0,JDO SpA,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,2º 2ª
2,240000001427,1002476,,2024-07-08T00:00:00,2024-07-03,2024,,430000,COBROS TPV 02.07.2024,COBROS TPV 02.07.2024,,2647,572977,2024-07-03,CTSBCNBLM0335_PR.03,-395,395.0,0.0,Vijeta Kabrawala,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Principal 3ª
2,240000001428,1001856,,2024-07-08T00:00:00,2024-07-03,2024,,430000,COBRO EXT-F-2024-01328 VIIVI PATRONEN,COBRO EXT-F-2024-01328 VIIVI PATRONEN,,2649,572977,2024-07-03,CTSMADGTF042_01.IZ,-30,30.0,0.0,Viivi Patronen,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Piso 1º izquierda
2,240000001430,1001147,,2024-07-08T00:00:00,2024-07-03,2024,,430000,COBRO EXT-F-2024-01154 TOON VRINTS,COBRO EXT-F-2024-01154 TOON VRINTS,,2650,572977,2024-07-03,CTSBCNBLM0335_02.03,-44.32,44.32,0.0,Toon Vrints,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,2º 3ª
2,240000001431,FFRRGTF,,2024-07-08T00:00:00,2024-07-03,2024,,430000,COBRO VANDOR FIANZA LAURA GUZENDA,COBRO VANDOR FIANZA LAURA GUZENDA,,2651,572977,2024-07-03,CTS01,-30,30.0,0.0,FFRR GETAFE,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,240000001432,1001695,,2024-07-08T00:00:00,2024-07-03,2024,,430000,COBRO EXT-F-2024-01121 ISABEL BELLIDO,COBRO EXT-F-2024-01121 ISABEL BELLIDO,,2652,572977,2024-07-03,CTSVLCRDC0044_07.28,-230,230.0,0.0,Ana Isabel Bellido Sabina,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,7º 28ª
2,240000001433,1001619,,2024-07-08T00:00:00,2024-07-03,2024,,430000,COBRO EXT-F-2024-01329 KRISTINA KOMAROVA,COBRO EXT-F-2024-01329 KRISTINA KOMAROVA,,2653,572977,2024-07-03,CTSBCNMAD0110_01.01,-230,230.0,0.0,Kristina Komarova,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Avinguda Madrid 110 01-01
2,240000001434,FFRRGTF,,2024-07-08T00:00:00,2024-07-03,2024,,430000,COBRO VANDOR FIANZA LAURA GUZENDA,COBRO VANDOR FIANZA LAURA GUZENDA,,2651-1,572977,2024-07-03,CTS01,30,0.0,30.0,FFRR GETAFE,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,240000001435,1001548,,2024-07-08T00:00:00,2024-07-03,2024,,430000,COBRO EXT-F-2024-01326 Jessica Odemena,COBRO EXT-F-2024-01326 Jessica Odemena,,2654,572977,2024-07-03,CTS01,-30,30.0,0.0,Jessica Odemena,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,240000001436,FFRRGTF,,2024-07-08T00:00:00,2024-07-03,2024,,430000,COBRO VANDOR DEVOLUCION FIANZA GTF0,COBRO VANDOR DEVOLUCION FIANZA GTF0,,2655,572977,2024-07-03,CTS01,-230,230.0,0.0,FFRR GETAFE,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,240000001438,1000770,,2024-07-09T00:00:00,2024-07-08,2024,,430000, 000000000000, 000000000000,,2656,572976,2024-07-08,CTSBCNBLM0335_EN.01,-67.13,67.13,0.0,CONNECT-123 LLC,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572976,Not Assigned,Not Assigned,Entresol 1ª
3,240000001438,1000770,,2024-07-09T00:00:00,2024-07-08,2024,,430000, 000000000000, 000000000000,,2656,572976,2024-07-08,CTSBCNBLM0335_EN.01,-99.98,99.98,0.0,CONNECT-123 LLC,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572976,Not Assigned,Not Assigned,Entresol 1ª
2,240000001447,1002398,,2024-07-09T00:00:00,2024-07-04,2024,,430000,COBROS TPV 03.07.2024,COBROS TPV 03.07.2024,,2664,572977,2024-07-04,CTSBCNNAP0206_PR.02,-395,395.0,0.0,Eugénie Olivetti,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Principal 2ª
2,240000001448,1001040,,2024-07-09T00:00:00,2024-07-05,2024,,430000,COBRO EXT-F-2024-01374 Markos Paraskeva,COBRO EXT-F-2024-01374 Markos Paraskeva,,2666,572977,2024-07-05,CTSBCNMAD0110_SA.01,-250,250.0,0.0,Markos Paraskeva,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Avinguda Madrid 110 SA-01
2,240000001449,1000206,,2024-07-09T00:00:00,2024-07-05,2024,,430000,COBRO X033-2024 GESLOAR S.L.U.,COBRO X033-2024 GESLOAR S.L.U.,,2674,572977,2024-07-05,CTSBCNCOR0052,-416,416.0,0.0,"GESLOAR, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Córcega 52
2,240000001452,1001051,,2024-07-09T00:00:00,2024-07-05,2024,,430000,COBROS TPV 04.07.2024,COBROS TPV 04.07.2024,,2676,572977,2024-07-05,CTSMADGTF038_PB.IZ,-140,140.0,0.0,Francisco José Peña Espino,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Planta baja izquierda
3,240000001452,1002473,,2024-07-09T00:00:00,2024-07-05,2024,,430000,COBROS TPV 04.07.2024,COBROS TPV 04.07.2024,,2676,572977,2024-07-05,CTSBCNMAD0110_04.02,-395,395.0,0.0,Marti Pampols Simo,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Avinguda Madrid 110 04-02
4,240000001452,1002500,,2024-07-09T00:00:00,2024-07-05,2024,,430000,COBROS TPV 04.07.2024,COBROS TPV 04.07.2024,,2676,572977,2024-07-05,CTSMADGTF046_02.B,-175,175.0,0.0,María Soledad Ela Nkene,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Piso 2º B
5,240000001452,1002447,,2024-07-09T00:00:00,2024-07-05,2024,,430000,COBROS TPV 04.07.2024,COBROS TPV 04.07.2024,,2676,572977,2024-07-05,CTSVLCSAL0046_02.03,-350,350.0,0.0,Irina San Roman,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,2º 3ª
2,240000001454,1002478,,2024-07-09T00:00:00,2024-07-05,2024,,430000,COBROS TPV 04.07.2024,COBROS TPV 04.07.2024,,2677,572977,2024-07-05,CTSBCNBLM0335_03.02,-395,395.0,0.0,Eva Benavides Anzola,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,3º 2ª
2,240000001456,1002479,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBROS TPV 05.07.2024,COBROS TPV 05.07.2024,,2680,572977,2024-07-08,CTSBCNBLM0335_02.02,-395,395.0,0.0,Elodie Chevalier,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,2º 2ª
3,240000001456,1002481,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBROS TPV 05.07.2024,COBROS TPV 05.07.2024,,2680,572977,2024-07-08,CTSBCNMUN0448_02.02,-395,395.0,0.0,Ellie McKeown,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,2º 2ª
4,240000001456,1002483,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBROS TPV 05.07.2024,COBROS TPV 05.07.2024,,2680,572977,2024-07-08,CTSBCNCOR0396_07.01,-395,395.0,0.0,Ragnhildur Asgeirsdottir,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,7º 1º
5,240000001456,1002501,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBROS TPV 05.07.2024,COBROS TPV 05.07.2024,,2680,572977,2024-07-08,CTSVLCFAC0002,-350,350.0,0.0,Damla SOYSANLI,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Paseo Facultades 2 Edificio
6,240000001456,1002494,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBROS TPV 05.07.2024,COBROS TPV 05.07.2024,,2680,572977,2024-07-08,CTSVLCFAC0002,-350,350.0,0.0,Ana Molinero Revert,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Paseo Facultades 2 Edificio
2,240000001458,1002454,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBROS TPV 05.07.2024,COBROS TPV 05.07.2024,,2681,572977,2024-07-08,CTSBCNCOR0207_04.01,-395,395.0,0.0,Isaac David Igbokwe,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,4º 1ª
2,240000001460,1002477,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBROS TPV 05.07.2024,COBROS TPV 05.07.2024,,2682,572977,2024-07-08,CTSBCNCOR0207_02.01,-395,395.0,0.0,Laura Bernacka,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,2º 1ª
2,240000001462,1002456,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBROS TPV 06.07.2024,COBROS TPV 06.07.2024,,2683,572977,2024-07-08,CTSBCNBLM0335_02.02,-395,395.0,0.0,Sofia Nava Helbig,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,2º 2ª
3,240000001462,1002422,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBROS TPV 06.07.2024,COBROS TPV 06.07.2024,,2683,572977,2024-07-08,CTSVLCRDC0044_01.04,-350,350.0,0.0,Kate McCartney,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,1º 4ª
4,240000001462,1002490,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBROS TPV 06.07.2024,COBROS TPV 06.07.2024,,2683,572977,2024-07-08,CTSBCNNAP0206_02.02,-395,395.0,0.0,Soledad Monge,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,2º 2ª
2,240000001464,1002486,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBROS TPV 07.07.2024,COBROS TPV 07.07.2024,,2684,572977,2024-07-08,CTSBCNBLM0335_AT.02,-395,395.0,0.0,Tayte Stulich,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Atic 2ª
2,240000001466,1001483,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBRO EXT-F-2024-01367 BCN PLACE SL,COBRO EXT-F-2024-01367 BCN PLACE SL,,2685,572977,2024-07-08,CTSBCNBAI0033_04.02,-385,385.0,0.0,"BCN PLACE, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,4º 2ª
3,240000001466,1001483,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBRO EXT-F-2024-01367 BCN PLACE SL,COBRO EXT-F-2024-01367 BCN PLACE SL,,2685,572977,2024-07-08,CTSBCNBAI0033_PR.01,-385,385.0,0.0,"BCN PLACE, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Principal 1ª
4,240000001466,1001483,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBRO EXT-F-2024-01367 BCN PLACE SL,COBRO EXT-F-2024-01367 BCN PLACE SL,,2685,572977,2024-07-08,CTSBCNBAI0033_01.01,-439.99,439.99,0.0,"BCN PLACE, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,1º 1ª
5,240000001466,1001483,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBRO EXT-F-2024-01367 BCN PLACE SL,COBRO EXT-F-2024-01367 BCN PLACE SL,,2685,572977,2024-07-08,CTSBCNBAI0033_01.02,-385,385.0,0.0,"BCN PLACE, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,1º 2ª
6,240000001466,1001483,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBRO EXT-F-2024-01367 BCN PLACE SL,COBRO EXT-F-2024-01367 BCN PLACE SL,,2685,572977,2024-07-08,CTSBCNBAI0033,-385,385.0,0.0,"BCN PLACE, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Bailén 33
7,240000001466,1001483,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBRO EXT-F-2024-01367 BCN PLACE SL,COBRO EXT-F-2024-01367 BCN PLACE SL,,2685,572977,2024-07-08,CTSBCNBAI0033_PR.02,-220,220.0,0.0,"BCN PLACE, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Principal 2ª
8,240000001466,1001483,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBRO EXT-F-2024-01367 BCN PLACE SL,COBRO EXT-F-2024-01367 BCN PLACE SL,,2685,572977,2024-07-08,CTSBCNBAI0033_04.01,-385,385.0,0.0,"BCN PLACE, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,4º 1ª
9,240000001466,1001483,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBRO EXT-F-2024-01367 BCN PLACE SL,COBRO EXT-F-2024-01367 BCN PLACE SL,,2685,572977,2024-07-08,CTSBCNBAI0033_03.2A,-165,165.0,0.0,"BCN PLACE, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,3º 2ª A
10,240000001466,1001483,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBRO EXT-F-2024-01367 BCN PLACE SL,COBRO EXT-F-2024-01367 BCN PLACE SL,,2685,572977,2024-07-08,CTSBCNBAI0033_03.01,-385,385.0,0.0,"BCN PLACE, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,3º 1ª
11,240000001466,1001483,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBRO EXT-F-2024-01367 BCN PLACE SL,COBRO EXT-F-2024-01367 BCN PLACE SL,,2685,572977,2024-07-08,CTSBCNBAI0033_02.2A,-220,220.0,0.0,"BCN PLACE, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,2º 2ª A
2,240000001467,1001483,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBRO EXT-F-2024-01371 BCN PLACE SL,COBRO EXT-F-2024-01371 BCN PLACE SL,,2689,572977,2024-07-08,CTSBCNTDG0043_01.02,-211.75,211.75,0.0,"BCN PLACE, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,1º 2ª
3,240000001467,1001483,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBRO EXT-F-2024-01371 BCN PLACE SL,COBRO EXT-F-2024-01371 BCN PLACE SL,,2689,572977,2024-07-08,CTSBCNTDG0043_01.01,-211.75,211.75,0.0,"BCN PLACE, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,1º 1ª
4,240000001467,1001483,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBRO EXT-F-2024-01371 BCN PLACE SL,COBRO EXT-F-2024-01371 BCN PLACE SL,,2689,572977,2024-07-08,CTSBCNTDG0043_04.02,-181.5,181.5,0.0,"BCN PLACE, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,4º 2ª
5,240000001467,1001483,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBRO EXT-F-2024-01371 BCN PLACE SL,COBRO EXT-F-2024-01371 BCN PLACE SL,,2689,572977,2024-07-08,CTSBCNTDG0043_05.02,-211.75,211.75,0.0,"BCN PLACE, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,5º 2ª
6,240000001467,1001483,,2024-07-09T00:00:00,2024-07-08,2024,,430000,COBRO EXT-F-2024-01371 BCN PLACE SL,COBRO EXT-F-2024-01371 BCN PLACE SL,,2689,572977,2024-07-08,CTSBCNTDG0043_06.02,-211.75,211.75,0.0,"BCN PLACE, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,6º 2ª
2,240000001468,1000768,,2024-07-10T00:00:00,2024-07-09,2024,,430000,COBRO X038-2024 INMOBILIARIA LEMOS SL,COBRO X038-2024 INMOBILIARIA LEMOS SL,,2692,572977,2024-07-09,CTSBCNTDG0043,-5990.61,5990.61,0.0,"INMOBILIARIA LEMOS, S.L.",Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Travesera de Gràcia 43
2,240000001470,1002113,,2024-07-10T00:00:00,2024-07-09,2024,,430000,COBROS TPV 08.07.2024,COBROS TPV 08.07.2024,,2693,572977,2024-07-09,CTSBCNMAD0110_05.01,-250,250.0,0.0,Keizo Tsutsui,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Avinguda Madrid 110 05-01
3,240000001470,1002448,,2024-07-10T00:00:00,2024-07-09,2024,,430000,COBROS TPV 08.07.2024,COBROS TPV 08.07.2024,,2693,572977,2024-07-09,CTSBCNCOR0396_05.01,-198,198.0,0.0,Alejandra Altaba Martinez,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,5º 1ª
4,240000001470,1002428,,2024-07-10T00:00:00,2024-07-09,2024,,430000,COBROS TPV 08.07.2024,COBROS TPV 08.07.2024,,2693,572977,2024-07-09,CTSVLCSAL0046_02.04,-75,75.0,0.0,Regina Domenzain del Paso,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,2º 4ª
5,240000001470,1002503,,2024-07-10T00:00:00,2024-07-09,2024,,430000,COBROS TPV 08.07.2024,COBROS TPV 08.07.2024,,2693,572977,2024-07-09,CTSVLCRDC0044_04.14,-350,350.0,0.0,Daniel Przigoda,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,4º 14ª
2,240000001472,1001859,,2024-07-10T00:00:00,2024-07-09,2024,,430000,COBROS TPV 08.07.2024,COBROS TPV 08.07.2024,,2694,572977,2024-07-09,CTSBCNCOR0207_04.01,-230,230.0,0.0,Suresh Kumar Dhevesh,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,4º 1ª
3,240000001474,1002337,,2024-07-10T00:00:00,2024-07-09,2024,,430000, 000000000000, 000000000000,,2695,572976,2024-07-09,CTSBCNCOR0207_03.01,-61,61.0,0.0,Gustavo Queiros Moutinho,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572976,Not Assigned,Not Assigned,3º 1ª
4,240000001474,1002346,,2024-07-10T00:00:00,2024-07-09,2024,,430000, 000000000000, 000000000000,,2695,572976,2024-07-09,CTSBCNCOR0207_03.01,-61,61.0,0.0,Carolina Queiros Moutinho,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572976,Not Assigned,Not Assigned,3º 1ª
2,240000001476,1000755,,2024-07-10T00:00:00,2024-07-09,2024,,430000, 000000000000, 000000000000,,2696,572976,2024-07-09,CTSBCNTDG0043_03.02,-99.98,99.98,0.0,BARCELONA SAE INC.,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572976,Not Assigned,Not Assigned,3º 2ª
4,240000001479,1000241,,2024-07-10T00:00:00,2024-07-09,2024,,430000, 000000000000, 000000000000,,2698,572976,2024-07-09,CTSBCNCOR0207_01.02,-61,61.0,0.0,Ruhi Kouser,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572976,Not Assigned,Not Assigned,1º 2ª
5,240000001479,1001859,,2024-07-10T00:00:00,2024-07-09,2024,,430000, 000000000000, 000000000000,,2698,572976,2024-07-09,CTSBCNCOR0207_PR.01,-30.5,30.5,0.0,Suresh Kumar Dhevesh,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572976,Not Assigned,Not Assigned,Principal 1ª
6,240000001479,1002224,,2024-07-10T00:00:00,2024-07-09,2024,,430000, 000000000000, 000000000000,,2698,572976,2024-07-09,CTSBCNCOR0207_04.01,-61,61.0,0.0,Matheus Mazurek Lima,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572976,Not Assigned,Not Assigned,4º 1ª
2,240000001481,1002497,,2024-07-11T00:00:00,2024-07-10,2024,,430000,COBROS TPV 09.07.2024,COBROS TPV 09.07.2024,,2700,572977,2024-07-10,CTSBCNBLM0335_AT.02,-395,395.0,0.0,Alexander Schaefer,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Atic 2ª
3,240000001481,1002512,,2024-07-11T00:00:00,2024-07-10,2024,,430000,COBROS TPV 09.07.2024,COBROS TPV 09.07.2024,,2700,572977,2024-07-10,CTSBCNBLM0335_EN.02,-316,316.0,0.0,Heloisa Mazaro,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Entresol 2ª
4,240000001481,1002489,,2024-07-11T00:00:00,2024-07-10,2024,,430000,COBROS TPV 09.07.2024,COBROS TPV 09.07.2024,,2700,572977,2024-07-10,CTSVLCFAC0002,-350,350.0,0.0,KISS JÚLIA-BORÓKA,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Paseo Facultades 2 Edificio
5,240000001481,1002506,,2024-07-11T00:00:00,2024-07-10,2024,,430000,COBROS TPV 09.07.2024,COBROS TPV 09.07.2024,,2700,572977,2024-07-10,CTSBCNBLM0335_EN.02,-395,395.0,0.0,Rishabh Kumar,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,Entresol 2ª
6,240000001481,1002508,,2024-07-11T00:00:00,2024-07-10,2024,,430000,COBROS TPV 09.07.2024,COBROS TPV 09.07.2024,,2700,572977,2024-07-10,CTSVLCSAL0046_02.03,-350,350.0,0.0,Ana Sánchez Yanguas,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,2º 3ª
7,240000001481,1001069,,2024-07-11T00:00:00,2024-07-10,2024,,430000,COBROS TPV 09.07.2024,COBROS TPV 09.07.2024,,2700,572977,2024-07-10,CTSVLCRDC0044_02.08,-42.35,42.35,0.0,Maan Ronhaar,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,2º 8ª
8,240000001481,1001069,,2024-07-11T00:00:00,2024-07-10,2024,,430000,COBROS TPV 09.07.2024,COBROS TPV 09.07.2024,,2700,572977,2024-07-10,CTSVLCRDC0044_02.08,-18.15,18.15,0.0,Maan Ronhaar,Not Assigned,Not Assigned,Trade Accounts Receivables (EUR),CAES572977,Not Assigned,Not Assigned,2º 8ª
